Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Matched_Phrase,Time_Delta_Sec,Distance_Feet,Distance_Meters
Max,Kush,288.0,293.78,im actually a teacher,5.78,6504.41,1982.54
Max,Alicia,288.0,281.0,im actually a teacher,7.0,7877.31,2401.0
Max,Riad,288.5,284.19,actually a teacher i,4.31,4850.17,1478.33
Max,Riad,289.0,284.44,a teacher i didnt,4.56,5131.5,1564.08
Max,Riad,289.5,284.69,teacher i didnt go,4.81,5412.84,1649.83
Max,Riad,290.0,284.94,i didnt go to,5.06,5694.17,1735.58
Max,Kush,290.0,295.74,i didnt go to,5.74,6459.39,1968.82
Max,Alicia,290.0,283.0,i didnt go to,7.0,7877.31,2401.0
Max,Riad,290.286,285.369,didnt go to school,4.9171,5533.41,1686.58
Max,Kush,290.286,296.077,didnt go to school,5.7914,6517.27,1986.46
Max,Alicia,290.286,283.286,didnt go to school,7.0,7877.31,2401.0
Max,Riad,290.571,285.797,go to school that,4.7743,5372.65,1637.58
Max,Kush,290.571,296.414,go to school that,5.8429,6575.14,2004.1
Max,Alicia,290.571,283.571,go to school that,7.0,7877.31,2401.0
Max,Riad,290.857,286.226,to school that well,4.6314,5211.89,1588.58
Max,Kush,290.857,296.751,to school that well,5.8943,6633.02,2021.74
Max,Alicia,290.857,283.857,to school that well,7.0,7877.31,2401.0
Max,Riad,291.143,286.654,school that well so,4.4886,5051.12,1539.58
Max,Kush,291.143,297.089,school that well so,5.9457,6690.89,2039.38
Max,Alicia,291.143,284.143,school that well so,7.0,7877.31,2401.0
Max,Riad,291.429,287.083,that well so for,4.3457,4890.36,1490.58
Max,Kush,291.429,297.426,that well so for,5.9971,6748.76,2057.02
Max,Alicia,291.429,284.429,that well so for,7.0,7877.31,2401.0
Max,Riad,291.714,287.511,well so for todays,4.2029,4729.6,1441.58
Max,Kush,291.714,297.763,well so for todays,6.0486,6806.64,2074.66
Max,Alicia,291.714,284.714,well so for todays,7.0,7877.31,2401.0
Max,Riad,292.0,287.94,so for todays lesson,4.06,4568.84,1392.58
Max,Kush,292.0,298.1,so for todays lesson,6.1,6864.51,2092.3
Max,Alicia,292.0,285.0,so for todays lesson,7.0,7877.31,2401.0
Max,Riad,293.0,288.407,for todays lesson were,4.5933,5169.02,1575.51
Max,Kush,293.0,298.587,for todays lesson were,5.5867,6286.84,1916.23
Max,Alicia,293.0,285.4,for todays lesson were,7.6,8552.51,2606.8
Max,Riad,294.0,288.873,todays lesson were going,5.1267,5769.19,1758.45
Max,Kush,294.0,299.073,todays lesson were going,5.0733,5709.17,1740.15
Max,Alicia,294.0,285.8,todays lesson were going,8.2,9227.71,2812.6
Max,Riad,294.25,289.34,lesson were going to,4.91,5525.37,1684.13
Max,Kush,294.25,299.56,lesson were going to,5.31,5975.5,1821.33
Max,Alicia,294.25,286.2,lesson were going to,8.05,9058.91,2761.15
Max,Riad,294.5,289.807,were going to actually,4.6933,5281.55,1609.81
Max,Kush,294.5,300.047,were going to actually,5.5467,6241.83,1902.51
Max,Alicia,294.5,286.6,were going to actually,7.9,8890.11,2709.7
Max,Riad,294.75,290.273,going to actually be,4.4767,5037.73,1535.5
Max,Kush,294.75,300.533,going to actually be,5.7833,6508.16,1983.68
Max,Alicia,294.75,287.0,going to actually be,7.75,8721.31,2658.25
Max,Riad,295.0,290.74,to actually be doing,4.26,4793.91,1461.18
Max,Kush,295.0,301.02,to actually be doing,6.02,6774.49,2064.86
Max,Alicia,295.0,287.4,to actually be doing,7.6,8552.51,2606.8
Max,Riad,295.25,291.207,actually be doing what,4.0433,4550.08,1386.86
Max,Kush,295.25,301.438,actually be doing what,6.1878,6963.29,2122.41
Max,Alicia,295.25,287.8,actually be doing what,7.45,8383.71,2555.35
Max,Riad,295.5,291.673,be doing what we,3.8267,4306.26,1312.55
Max,Kush,295.5,301.856,be doing what we,6.3556,7152.1,2179.96
Max,Alicia,295.5,288.2,be doing what we,7.3,8214.91,2503.9
Max,Riad,295.75,292.14,doing what we call,3.61,4062.44,1238.23
Max,Kush,295.75,302.273,doing what we call,6.5233,7340.9,2237.5
Max,Alicia,295.75,288.6,doing what we call,7.15,8046.11,2452.45
Max,Riad,296.0,292.607,what we call a,3.3933,3818.62,1163.91
Max,Kush,296.0,302.691,what we call a,6.6911,7529.71,2295.05
Max,Alicia,296.0,289.0,what we call a,7.0,7877.31,2401.0
Max,Riad,296.4,293.073,we call a seminar,3.3267,3743.6,1141.05
Max,Kush,296.4,303.109,we call a seminar,6.7089,7549.71,2301.15
Max,Alicia,296.4,289.4,we call a seminar,7.0,7877.31,2401.0
Max,Riad,296.8,293.54,call a seminar were,3.26,3668.58,1118.18
Max,Kush,296.8,303.527,call a seminar were,6.7267,7569.72,2307.25
Max,Alicia,296.8,289.8,call a seminar were,7.0,7877.31,2401.0
Max,Riad,297.2,294.007,a seminar were going,3.1933,3593.55,1095.31
Max,Kush,297.2,303.944,a seminar were going,6.7444,7589.73,2313.34
Max,Alicia,297.2,290.2,a seminar were going,7.0,7877.31,2401.0
Max,Riad,297.6,294.473,seminar were going to,3.1267,3518.53,1072.45
Max,Kush,297.6,304.362,seminar were going to,6.7622,7609.73,2319.44
Max,Alicia,297.6,290.6,seminar were going to,7.0,7877.31,2401.0
Max,Riad,298.0,294.94,were going to be,3.06,3443.51,1049.58
Max,Kush,298.0,304.78,were going to be,6.78,7629.74,2325.54
Max,Alicia,298.0,291.0,were going to be,7.0,7877.31,2401.0
Max,Riad,298.333,295.107,going to be going,3.2267,3631.06,1106.75
Max,Kush,298.333,304.993,going to be going,6.66,7494.7,2284.38
Max,Alicia,298.333,291.333,going to be going,7.0,7877.31,2401.0
Max,Riad,298.667,295.273,to be going around,3.3933,3818.62,1163.91
Max,Kush,298.667,305.207,to be going around,6.54,7359.66,2243.22
Max,Alicia,298.667,291.667,to be going around,7.0,7877.31,2401.0
Max,Riad,299.0,295.44,be going around im,3.56,4006.17,1221.08
Max,Kush,299.0,305.42,be going around im,6.42,7224.62,2202.06
Max,Alicia,299.0,292.0,be going around im,7.0,7877.31,2401.0
Max,Riad,299.333,295.607,going around im going,3.7267,4193.73,1278.25
Max,Kush,299.333,305.633,going around im going,6.3,7089.58,2160.9
Max,Alicia,299.333,292.333,going around im going,7.0,7877.31,2401.0
Max,Riad,299.667,295.773,around im going to,3.8933,4381.28,1335.41
Max,Kush,299.667,305.847,around im going to,6.18,6954.54,2119.74
Max,Alicia,299.667,292.667,around im going to,7.0,7877.31,2401.0
Max,Riad,300.0,295.98,im going to be,4.02,4523.83,1378.86
Max,Kush,300.0,306.06,im going to be,6.06,6819.5,2078.58
Max,Alicia,300.0,293.0,im going to be,7.0,7877.31,2401.0
Max,Riad,300.286,296.48,going to be passing,3.8057,4282.68,1305.36
Max,Kush,300.286,306.496,going to be passing,6.2103,6988.62,2130.13
Max,Alicia,300.286,293.5,going to be passing,6.7857,7636.17,2327.5
Max,Riad,300.571,296.98,to be passing around,3.5914,4041.54,1231.86
Max,Kush,300.571,306.932,to be passing around,6.3606,7157.74,2181.68
Max,Alicia,300.571,294.0,to be passing around,6.5714,7395.03,2254.0
Max,Riad,300.857,297.48,be passing around the,3.3771,3800.4,1158.36
Max,Kush,300.857,307.368,be passing around the,6.5109,7326.86,2233.22
Max,Alicia,300.857,294.5,be passing around the,6.3571,7153.88,2180.5
Max,Riad,301.143,297.98,passing around the talking,3.1629,3559.26,1084.86
Max,Kush,301.143,307.804,passing around the talking,6.6611,7495.98,2284.77
Max,Alicia,301.143,295.0,passing around the talking,6.1429,6912.74,2107.0
Max,Riad,301.429,298.48,around the talking panda,2.9486,3318.12,1011.36
Max,Kush,301.429,308.24,around the talking panda,6.8114,7665.1,2336.32
Max,Alicia,301.429,295.5,around the talking panda,5.9286,6671.6,2033.5
Max,Riad,301.714,298.98,the talking panda here,2.7343,3076.97,937.86
Max,Kush,301.714,308.676,the talking panda here,6.9617,7834.23,2387.87
Max,Alicia,301.714,296.0,the talking panda here,5.7143,6430.46,1960.0
Max,Riad,302.0,299.48,talking panda here this,2.52,2835.83,864.36
Max,Alicia,302.0,296.5,talking panda here this,5.5,6189.31,1886.5
Max,Riad,302.667,299.98,panda here this is,2.6867,3023.39,921.53
Max,Alicia,302.667,297.0,panda here this is,5.6667,6376.87,1943.67
Max,Riad,303.333,300.48,here this is a,2.8533,3210.94,978.69
Max,Alicia,303.333,297.5,here this is a,5.8333,6564.42,2000.83
Max,Riad,304.0,300.98,this is a panda,3.02,3398.5,1035.86
Max,Kush,304.0,310.98,this is a panda,6.98,7854.8,2394.14
Max,Alicia,304.0,298.0,this is a panda,6.0,6751.98,2058.0
Max,Riad,304.5,301.48,is a panda does,3.02,3398.5,1035.86
Max,Alicia,304.5,298.5,is a panda does,6.0,6751.98,2058.0
Max,Riad,305.0,301.98,a panda does it,3.02,3398.5,1035.86
Max,Alicia,305.0,299.0,a panda does it,6.0,6751.98,2058.0
Max,Riad,305.5,302.48,panda does it talk,3.02,3398.5,1035.86
Max,Alicia,305.5,299.5,panda does it talk,6.0,6751.98,2058.0
Max,Riad,306.0,302.98,does it talk it,3.02,3398.5,1035.86
Max,Alicia,306.0,300.0,does it talk it,6.0,6751.98,2058.0
Max,Riad,306.667,303.313,it talk it doesnt,3.3533,3773.61,1150.19
Max,Alicia,306.667,300.333,it talk it doesnt,6.3333,7127.09,2172.33
Max,Riad,307.333,303.647,talk it doesnt talk,3.6867,4148.72,1264.53
Max,Kush,307.333,313.673,talk it doesnt talk,6.34,7134.59,2174.62
Max,Alicia,307.333,300.667,talk it doesnt talk,6.6667,7502.2,2286.67
Max,Riad,308.0,303.98,it doesnt talk but,4.02,4523.83,1378.86
Max,Kush,308.0,314.06,it doesnt talk but,6.06,6819.5,2078.58
Max,Alicia,308.0,301.0,it doesnt talk but,7.0,7877.31,2401.0
Max,Riad,308.2,304.18,doesnt talk but if,4.02,4523.83,1378.86
Max,Kush,308.2,314.284,doesnt talk but if,6.084,6846.51,2086.81
Max,Alicia,308.2,301.2,doesnt talk but if,7.0,7877.31,2401.0
Max,Riad,308.4,304.38,talk but if i,4.02,4523.83,1378.86
Max,Kush,308.4,314.508,talk but if i,6.108,6873.52,2095.04
Max,Alicia,308.4,301.4,talk but if i,7.0,7877.31,2401.0
Max,Riad,308.6,304.58,but if i throw,4.02,4523.83,1378.86
Max,Kush,308.6,314.732,but if i throw,6.132,6900.52,2103.28
Max,Alicia,308.6,301.6,but if i throw,7.0,7877.31,2401.0
Max,Riad,308.8,304.78,if i throw it,4.02,4523.83,1378.86
Max,Kush,308.8,314.956,if i throw it,6.156,6927.53,2111.51
Max,Alicia,308.8,301.8,if i throw it,7.0,7877.31,2401.0
Max,Riad,309.0,304.98,i throw it to,4.02,4523.83,1378.86
Max,Kush,309.0,315.18,i throw it to,6.18,6954.54,2119.74
Max,Alicia,309.0,302.0,i throw it to,7.0,7877.31,2401.0
Max,Riad,309.2,305.18,throw it to you,4.02,4523.83,1378.86
Max,Kush,309.2,315.404,throw it to you,6.204,6981.55,2127.97
Max,Alicia,309.2,302.2,throw it to you,7.0,7877.31,2401.0
Max,Riad,309.4,305.38,it to you can,4.02,4523.83,1378.86
Max,Kush,309.4,315.628,it to you can,6.228,7008.56,2136.2
Max,Alicia,309.4,302.4,it to you can,7.0,7877.31,2401.0
Max,Riad,309.6,305.58,to you can i,4.02,4523.83,1378.86
Max,Kush,309.6,315.852,to you can i,6.252,7035.56,2144.44
Max,Alicia,309.6,302.6,to you can i,7.0,7877.31,2401.0
Max,Riad,309.8,305.78,you can i have,4.02,4523.83,1378.86
Max,Kush,309.8,316.076,you can i have,6.276,7062.57,2152.67
Max,Alicia,309.8,302.8,you can i have,7.0,7877.31,2401.0
Max,Riad,310.0,305.98,can i have the,4.02,4523.83,1378.86
Max,Kush,310.0,316.3,can i have the,6.3,7089.58,2160.9
Max,Alicia,310.0,303.0,can i have the,7.0,7877.31,2401.0
Max,Riad,310.4,306.18,i have the panda,4.22,4748.89,1447.46
Max,Kush,310.4,316.5,i have the panda,6.1,6864.51,2092.3
Max,Alicia,310.4,303.2,i have the panda,7.2,8102.38,2469.6
Max,Riad,312.0,307.98,now what do i,4.02,4523.83,1378.86
Max,Kush,312.0,319.02,now what do i,7.02,7899.82,2407.86
Max,Alicia,312.0,305.0,now what do i,7.0,7877.31,2401.0
Max,Riad,312.4,308.38,what do i do,4.02,4523.83,1378.86
Max,Kush,312.4,319.212,what do i do,6.812,7665.75,2336.52
Max,Alicia,312.4,305.2,what do i do,7.2,8102.38,2469.6
Max,Riad,312.8,308.78,do i do now,4.02,4523.83,1378.86
Max,Kush,312.8,319.404,do i do now,6.604,7431.68,2265.17
Max,Alicia,312.8,305.4,do i do now,7.4,8327.44,2538.2
Max,Riad,313.2,309.18,i do now you,4.02,4523.83,1378.86
Max,Kush,313.2,319.596,i do now you,6.396,7197.61,2193.83
Max,Alicia,313.2,305.6,i do now you,7.6,8552.51,2606.8
Max,Riad,313.6,309.58,do now you get,4.02,4523.83,1378.86
Max,Kush,313.6,319.788,do now you get,6.188,6963.54,2122.48
Max,Alicia,313.6,305.8,do now you get,7.8,8777.57,2675.4
Max,Riad,314.0,309.98,now you get to,4.02,4523.83,1378.86
Max,Kush,314.0,319.98,now you get to,5.98,6729.47,2051.14
Max,Alicia,314.0,306.0,now you get to,8.0,9002.64,2744.0
Max,Riad,314.222,310.202,you get to talk,4.02,4523.83,1378.86
Max,Kush,314.222,320.282,you get to talk,6.06,6819.5,2078.58
Max,Alicia,314.222,306.333,you get to talk,7.8889,8877.6,2705.89
Max,Riad,314.444,310.424,get to talk about,4.02,4523.83,1378.86
Max,Kush,314.444,320.584,get to talk about,6.14,6909.53,2106.02
Max,Alicia,314.444,306.667,get to talk about,7.7778,8752.57,2667.78
Max,Riad,314.667,310.647,to talk about whatever,4.02,4523.83,1378.86
Max,Kush,314.667,320.887,to talk about whatever,6.22,6999.55,2133.46
Max,Alicia,314.667,307.0,to talk about whatever,7.6667,8627.53,2629.67
Max,Riad,314.889,310.869,talk about whatever you,4.02,4523.83,1378.86
Max,Kush,314.889,321.189,talk about whatever you,6.3,7089.58,2160.9
Max,Alicia,314.889,307.333,talk about whatever you,7.5556,8502.49,2591.56
Max,Riad,315.111,311.091,about whatever you want,4.02,4523.83,1378.86
Max,Kush,315.111,321.491,about whatever you want,6.38,7179.61,2188.34
Max,Alicia,315.111,307.667,about whatever you want,7.4444,8377.46,2553.44
Max,Riad,315.333,311.313,whatever you want whats,4.02,4523.83,1378.86
Max,Kush,315.333,321.793,whatever you want whats,6.46,7269.63,2215.78
Max,Alicia,315.333,308.0,whatever you want whats,7.3333,8252.42,2515.33
Max,Riad,315.556,311.536,you want whats on,4.02,4523.83,1378.86
Max,Kush,315.556,322.096,you want whats on,6.54,7359.66,2243.22
Max,Alicia,315.556,308.333,you want whats on,7.2222,8127.38,2477.22
Max,Riad,315.778,311.758,want whats on your,4.02,4523.83,1378.86
Max,Kush,315.778,322.398,want whats on your,6.62,7449.68,2270.66
Max,Alicia,315.778,308.667,want whats on your,7.1111,8002.35,2439.11
Max,Riad,316.0,311.98,whats on your mind,4.02,4523.83,1378.86
Max,Kush,316.0,322.7,whats on your mind,6.7,7539.71,2298.1
Max,Alicia,316.0,309.0,whats on your mind,7.0,7877.31,2401.0
Max,Riad,316.4,312.38,on your mind today,4.02,4523.83,1378.86
Max,Kush,316.4,323.036,on your mind today,6.636,7467.69,2276.15
Max,Alicia,316.4,309.4,on your mind today,7.0,7877.31,2401.0
Max,Riad,316.8,312.78,your mind today whats,4.02,4523.83,1378.86
Max,Kush,316.8,323.372,your mind today whats,6.572,7395.67,2254.2
Max,Alicia,316.8,309.8,your mind today whats,7.0,7877.31,2401.0
Max,Riad,317.2,313.18,mind today whats going,4.02,4523.83,1378.86
Max,Kush,317.2,323.708,mind today whats going,6.508,7323.65,2232.24
Max,Alicia,317.2,310.2,mind today whats going,7.0,7877.31,2401.0
Max,Riad,317.6,313.58,today whats going on,4.02,4523.83,1378.86
Max,Kush,317.6,324.044,today whats going on,6.444,7251.63,2210.29
Max,Alicia,317.6,310.6,today whats going on,7.0,7877.31,2401.0
Max,Riad,318.0,313.98,whats going on today,4.02,4523.83,1378.86
Max,Kush,318.0,324.38,whats going on today,6.38,7179.61,2188.34
Max,Alicia,318.0,311.0,whats going on today,7.0,7877.31,2401.0
Max,Riad,318.5,314.23,going on today i,4.27,4805.16,1464.61
Max,Riad,319.0,314.48,on today i dont,4.52,5086.49,1550.36
Max,Riad,319.5,314.73,today i dont know,4.77,5367.82,1636.11
Max,Riad,320.0,314.98,i dont know i,5.02,5649.16,1721.86
Max,Kush,320.0,326.24,i dont know i,6.24,7022.06,2140.32
Max,Alicia,320.0,313.0,i dont know i,7.0,7877.31,2401.0
Max,Riad,320.222,315.313,dont know i was,4.9089,5524.12,1683.75
Max,Kush,320.222,326.553,dont know i was,6.3311,7124.59,2171.57
Max,Alicia,320.222,313.333,dont know i was,6.8889,7752.27,2362.89
Max,Riad,320.444,315.647,know i was about,4.7978,5399.08,1645.64
Max,Kush,320.444,326.867,know i was about,6.4222,7227.12,2202.82
Max,Alicia,320.444,313.667,know i was about,6.7778,7627.24,2324.78
Max,Riad,320.667,315.98,i was about to,4.6867,5274.05,1607.53
Max,Kush,320.667,327.18,i was about to,6.5133,7329.65,2234.07
Max,Alicia,320.667,314.0,i was about to,6.6667,7502.2,2286.67
Max,Riad,320.889,316.288,was about to start,4.6012,5177.86,1578.21
Max,Kush,320.889,327.38,was about to start,6.4911,7304.64,2226.45
Max,Alicia,320.889,314.231,was about to start,6.6581,7492.58,2283.74
Max,Riad,321.111,316.595,about to start coloring,4.5157,5081.68,1548.89
Max,Kush,321.111,327.58,about to start coloring,6.4689,7279.63,2218.83
Max,Alicia,321.111,314.462,about to start coloring,6.6496,7482.96,2280.8
Max,Riad,321.333,316.903,to start coloring and,4.4303,4985.5,1519.58
Max,Kush,321.333,327.78,to start coloring and,6.4467,7254.63,2211.21
Max,Alicia,321.333,314.692,to start coloring and,6.641,7473.35,2277.87
Max,Riad,321.556,317.211,start coloring and then,4.3448,4889.32,1490.26
Max,Kush,321.556,327.98,start coloring and then,6.4244,7229.62,2203.58
Max,Alicia,321.556,314.923,start coloring and then,6.6325,7463.73,2274.94
Max,Riad,321.778,317.518,coloring and then you,4.2593,4793.14,1460.95
Max,Kush,321.778,328.18,coloring and then you,6.4022,7204.61,2195.96
Max,Alicia,321.778,315.154,coloring and then you,6.6239,7454.11,2272.01
Max,Riad,322.0,317.826,and then you started,4.1738,4696.95,1431.63
Max,Kush,322.0,328.38,and then you started,6.38,7179.61,2188.34
Max,Alicia,322.0,315.385,and then you started,6.6154,7444.49,2269.08
Max,Riad,322.333,318.134,then you started talking,4.1995,4725.81,1440.42
Max,Kush,322.333,328.58,then you started talking,6.2467,7029.56,2142.61
Max,Alicia,322.333,315.615,then you started talking,6.7179,7559.91,2304.26
Max,Riad,322.667,318.442,you started talking about,4.2251,4754.66,1449.22
Max,Kush,322.667,328.78,you started talking about,6.1133,6879.52,2096.87
Max,Alicia,322.667,315.846,you started talking about,6.8205,7675.33,2339.44
Max,Kush,323.0,328.98,started talking about pandas,5.98,6729.47,2051.14
Max,Alicia,323.0,316.077,started talking about pandas,6.9231,7790.75,2374.62
Max,Riad,326.0,321.766,show the panda what,4.2343,4764.97,1452.36
Max,Kush,326.0,332.13,show the panda what,6.13,6898.27,2102.59
Max,Alicia,326.0,318.786,show the panda what,7.2143,8118.45,2474.5
Max,Riad,326.333,322.123,the panda what you,4.2105,4738.18,1444.19
Max,Kush,326.333,332.46,the panda what you,6.1267,6894.52,2101.45
Max,Alicia,326.333,319.143,the panda what you,7.1905,8091.66,2466.33
Max,Riad,326.667,322.48,panda what you have,4.1867,4711.38,1436.03
Max,Kush,326.667,332.79,panda what you have,6.1233,6890.77,2100.3
Max,Alicia,326.667,319.5,panda what you have,7.1667,8064.87,2458.17
Max,Alicia,327.0,319.857,what you have on,7.1429,8038.07,2450.0
Max,Alicia,327.333,320.214,you have on your,7.119,8011.28,2441.83
Max,Alicia,327.667,320.571,have on your book,7.0952,7984.48,2433.67
Max,Riad,330.0,326.02,look i have not,3.98,4478.81,1365.14
Max,Kush,330.0,336.78,look i have not,6.78,7629.74,2325.54
Max,Alicia,330.0,324.0,look i have not,6.0,6751.98,2058.0
Max,Riad,330.667,326.52,i have not drawn,4.1467,4666.37,1422.31
Max,Kush,330.667,337.187,i have not drawn,6.52,7337.15,2236.36
Max,Alicia,330.667,325.0,i have not drawn,5.6667,6376.87,1943.67
Max,Riad,331.333,327.02,have not drawn anything,4.3133,4853.92,1479.47
Max,Kush,331.333,337.593,have not drawn anything,6.26,7044.57,2147.18
Max,Alicia,331.333,325.2,have not drawn anything,6.1333,6902.02,2103.73
Max,Riad,334.0,331.02,look at this thats,2.98,3353.48,1022.14
Max,Kush,334.0,341.34,look at this thats,7.34,8259.92,2517.62
Max,Alicia,334.0,328.0,look at this thats,6.0,6751.98,2058.0
Max,Riad,334.667,331.353,at this thats very,3.3133,3728.59,1136.47
Max,Kush,334.667,341.727,at this thats very,7.06,7944.83,2421.58
Max,Alicia,334.667,328.333,at this thats very,6.3333,7127.09,2172.33
Max,Riad,335.333,331.687,this thats very creative,3.6467,4103.7,1250.81
Max,Kush,335.333,342.113,this thats very creative,6.78,7629.74,2325.54
Max,Alicia,335.333,328.667,this thats very creative,6.6667,7502.2,2286.67
Max,Riad,336.0,332.02,thats very creative of,3.98,4478.81,1365.14
Max,Kush,336.0,342.5,thats very creative of,6.5,7314.64,2229.5
Max,Alicia,336.0,329.0,thats very creative of,7.0,7877.31,2401.0
Max,Riad,336.4,332.42,very creative of you,3.98,4478.81,1365.14
Max,Kush,336.4,342.94,very creative of you,6.54,7359.66,2243.22
Max,Alicia,336.4,329.4,very creative of you,7.0,7877.31,2401.0
Max,Riad,336.8,332.82,creative of you i,3.98,4478.81,1365.14
Max,Kush,336.8,343.38,creative of you i,6.58,7404.67,2256.94
Max,Alicia,336.8,329.8,creative of you i,7.0,7877.31,2401.0
Max,Riad,337.2,333.22,of you i cant,3.98,4478.81,1365.14
Max,Kush,337.2,343.82,of you i cant,6.62,7449.68,2270.66
Max,Alicia,337.2,330.2,of you i cant,7.0,7877.31,2401.0
Max,Riad,337.6,333.62,you i cant read,3.98,4478.81,1365.14
Max,Kush,337.6,344.26,you i cant read,6.66,7494.7,2284.38
Max,Alicia,337.6,330.6,you i cant read,7.0,7877.31,2401.0
Max,Riad,338.0,334.02,i cant read this,3.98,4478.81,1365.14
Max,Kush,338.0,344.7,i cant read this,6.7,7539.71,2298.1
Max,Alicia,338.0,331.0,i cant read this,7.0,7877.31,2401.0
Max,Riad,338.5,334.77,cant read this i,3.73,4197.48,1279.39
Max,Kush,338.5,345.41,cant read this i,6.91,7776.03,2370.13
Max,Alicia,338.5,331.5,cant read this i,7.0,7877.31,2401.0
Max,Riad,339.0,335.52,read this i thought,3.48,3916.15,1193.64
Max,Kush,339.0,346.12,read this i thought,7.12,8012.35,2442.16
Max,Alicia,339.0,332.0,read this i thought,7.0,7877.31,2401.0
Max,Riad,339.5,336.27,this i thought you,3.23,3634.82,1107.89
Max,Kush,339.5,346.83,this i thought you,7.33,8248.67,2514.19
Max,Alicia,339.5,332.5,this i thought you,7.0,7877.31,2401.0
Max,Riad,340.0,337.02,i thought you made,2.98,3353.48,1022.14
Max,Kush,340.0,347.54,i thought you made,7.54,8484.99,2586.22
Max,Alicia,340.0,333.0,i thought you made,7.0,7877.31,2401.0
Max,Riad,340.4,337.22,thought you made it,3.18,3578.55,1090.74
Max,Kush,340.4,347.724,thought you made it,7.324,8241.92,2512.13
Max,Alicia,340.4,333.4,thought you made it,7.0,7877.31,2401.0
Max,Riad,340.8,337.42,you made it what,3.38,3803.62,1159.34
Max,Kush,340.8,347.908,you made it what,7.108,7998.85,2438.04
Max,Alicia,340.8,333.8,you made it what,7.0,7877.31,2401.0
Max,Riad,341.2,337.62,made it what do,3.58,4028.68,1227.94
Max,Kush,341.2,348.092,made it what do,6.892,7755.77,2363.96
Max,Alicia,341.2,334.2,made it what do,7.0,7877.31,2401.0
Max,Riad,341.6,337.82,it what do you,3.78,4253.75,1296.54
Max,Kush,341.6,348.276,it what do you,6.676,7512.7,2289.87
Max,Alicia,341.6,334.6,it what do you,7.0,7877.31,2401.0
Max,Riad,342.0,338.02,what do you mean,3.98,4478.81,1365.14
Max,Kush,342.0,348.46,what do you mean,6.46,7269.63,2215.78
Max,Alicia,342.0,335.0,what do you mean,7.0,7877.31,2401.0
Max,Riad,342.25,338.27,do you mean you,3.98,4478.81,1365.14
Max,Kush,342.25,348.67,do you mean you,6.42,7224.62,2202.06
Max,Alicia,342.25,335.25,do you mean you,7.0,7877.31,2401.0
Max,Riad,342.5,338.52,you mean you cannot,3.98,4478.81,1365.14
Max,Kush,342.5,348.88,you mean you cannot,6.38,7179.61,2188.34
Max,Alicia,342.5,335.5,you mean you cannot,7.0,7877.31,2401.0
Max,Riad,342.75,338.77,mean you cannot read,3.98,4478.81,1365.14
Max,Kush,342.75,349.09,mean you cannot read,6.34,7134.59,2174.62
Max,Alicia,342.75,335.75,mean you cannot read,7.0,7877.31,2401.0
Max,Riad,343.0,339.02,you cannot read it,3.98,4478.81,1365.14
Max,Kush,343.0,349.3,you cannot read it,6.3,7089.58,2160.9
Max,Alicia,343.0,336.0,you cannot read it,7.0,7877.31,2401.0
Max,Riad,343.25,339.27,cannot read it thats,3.98,4478.81,1365.14
Max,Riad,343.5,339.52,read it thats funny,3.98,4478.81,1365.14
Max,Riad,343.75,339.77,it thats funny i,3.98,4478.81,1365.14
Max,Riad,344.0,340.02,thats funny i did,3.98,4478.81,1365.14
Max,Kush,344.0,351.14,thats funny i did,7.14,8034.86,2449.02
Max,Alicia,344.0,338.0,thats funny i did,6.0,6751.98,2058.0
Max,Kush,350.0,355.74,is that five minutes,5.74,6459.39,1968.82
Max,Riad,354.0,351.02,did you write all,2.98,3353.48,1022.14
Max,Kush,354.0,361.3,did you write all,7.3,8214.91,2503.9
Max,Riad,354.286,351.306,you write all of,2.98,3353.48,1022.14
Max,Kush,354.286,361.626,you write all of,7.34,8259.92,2517.62
Max,Riad,354.571,351.591,write all of that,2.98,3353.48,1022.14
Max,Kush,354.571,361.951,write all of that,7.38,8304.94,2531.34
Max,Riad,354.857,351.877,all of that down,2.98,3353.48,1022.14
Max,Kush,354.857,362.277,all of that down,7.42,8349.95,2545.06
Max,Riad,355.143,352.163,of that down okay,2.98,3353.48,1022.14
Max,Riad,356.0,354.06,okay im going to,1.94,2183.14,665.42
Max,Riad,358.0,354.393,im going to stop,3.6067,4058.69,1237.09
Max,Riad,358.4,354.727,going to stop recording,3.6733,4133.71,1259.95
Max,Riad,358.8,355.06,to stop recording i,3.74,4208.73,1282.82
Max,Riad,359.2,355.393,stop recording i got,3.8067,4283.76,1305.69
Max,Riad,359.6,355.727,recording i got every,3.8733,4358.78,1328.55
Max,Riad,360.0,356.06,i got every position,3.94,4433.8,1351.42
Max,Kush,360.0,366.02,i got every position,6.02,6774.49,2064.86
Max,Alicia,360.0,346.0,i got every position,14.0,15754.62,4802.0
Max,Kush,364.286,380.98,did you write down,16.6943,18786.58,5726.14
Max,Alicia,364.286,368.0,did you write down,3.7143,4179.8,1274.0
Max,Kush,374.0,380.98,did you write down,6.98,7854.8,2394.14
Max,Alicia,374.0,368.0,did you write down,6.0,6751.98,2058.0
Max,Kush,374.333,381.275,you write down the,6.9417,7811.67,2380.99
Max,Alicia,374.333,368.154,you write down the,6.1795,6953.96,2119.56
Max,Alicia,374.667,368.308,write down the r,6.359,7155.94,2181.13
