Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Raw_Time_Diff_Sec,Matched_Phrase,Estimated_Distance_Ft,Estimated_Distance_M
Max,Alicia,554.8,607.84,53.04,you like a b,59687.5,18192.72
Max,Kush,555.2,615.948,60.748,like a b i,68361.55,20836.56
Max,Alicia,555.2,608.04,52.84,like a b i,59462.44,18124.12
Max,Kush,555.6,616.164,60.564,a b i thought,68154.49,20773.45
Max,Alicia,555.6,608.24,52.64,a b i thought,59237.37,18055.52
Max,Riad,556.0,575.007,19.0067,b i thought you,21388.77,6519.29
Max,Kush,556.0,616.38,60.38,b i thought you,67947.43,20710.34
Max,Alicia,556.0,608.44,52.44,b i thought you,59012.31,17986.92
Max,Riad,558.0,575.34,17.34,i thought you said,19513.22,5947.62
Max,Kush,558.0,617.74,59.74,i thought you said,67227.21,20490.82
Max,Alicia,558.0,609.94,51.94,i thought you said,58449.64,17815.42
Max,Riad,558.25,575.59,17.34,thought you said you,19513.22,5947.62
Max,Kush,558.25,617.92,59.67,thought you said you,67148.44,20466.81
Max,Alicia,558.25,610.378,52.1275,thought you said you,58660.64,17879.73
Max,Riad,558.5,575.84,17.34,you said you didnt,19513.22,5947.62
Max,Kush,558.5,618.1,59.6,you said you didnt,67069.67,20442.8
Max,Alicia,558.5,610.815,52.315,you said you didnt,58871.64,17944.05
Max,Riad,558.75,576.09,17.34,said you didnt know,19513.22,5947.62
Max,Kush,558.75,618.28,59.53,said you didnt know,66990.89,20418.79
Max,Alicia,558.75,611.253,52.5025,said you didnt know,59082.64,18008.36
Max,Riad,559.0,576.34,17.34,you didnt know b,19513.22,5947.62
Max,Kush,559.0,618.46,59.46,you didnt know b,66912.12,20394.78
Max,Alicia,559.0,611.69,52.69,you didnt know b,59293.64,18072.67
Max,Riad,559.75,580.09,20.34,b what comes after,22889.21,6976.62
Max,Kush,559.75,622.89,63.14,b what comes after,71053.34,21657.02
Max,Alicia,559.75,614.565,54.815,b what comes after,61684.96,18801.55
Max,Riad,562.0,580.34,18.34,what comes after w,20638.55,6290.62
Max,Kush,562.0,623.3,61.3,what comes after w,68982.73,21025.9
Max,Alicia,562.0,614.94,52.94,what comes after w,59574.97,18158.42
Max,Riad,562.667,581.09,18.4233,comes after w x,20732.33,6319.2
Max,Kush,562.667,624.02,61.3533,comes after w x,69042.75,21044.19
Max,Alicia,562.667,615.69,53.0233,comes after w x,59668.75,18187.0
Max,Riad,563.333,581.84,18.5067,after w x and,20826.11,6347.79
Max,Kush,563.333,624.74,61.4067,after w x and,69102.76,21062.49
Max,Alicia,563.333,616.44,53.1067,after w x and,59762.53,18215.59
Max,Riad,564.0,582.59,18.59,w x and whats,20919.88,6376.37
Max,Kush,564.0,625.46,61.46,w x and whats,69162.78,21080.78
Max,Alicia,564.0,617.19,53.19,w x and whats,59856.3,18244.17
Max,Riad,566.0,583.34,17.34,x and whats before,19513.22,5947.62
Max,Kush,566.0,626.18,60.18,x and whats before,67722.36,20641.74
Max,Alicia,566.0,617.94,51.94,x and whats before,58449.64,17815.42
Max,Riad,566.4,584.34,17.94,and whats before w,20188.42,6153.42
Max,Kush,566.4,626.82,60.42,and whats before w,67992.44,20724.06
Max,Alicia,566.4,618.92,52.52,and whats before w,59102.33,18014.36
Max,Kush,566.8,627.22,60.42,whats before w hey,67992.44,20724.06
Max,Kush,567.2,627.62,60.42,before w hey how,67992.44,20724.06
Max,Kush,567.6,628.02,60.42,w hey how do,67992.44,20724.06
Max,Riad,568.0,585.626,17.6257,hey how do you,19834.75,6045.62
Max,Kush,568.0,628.42,60.42,hey how do you,67992.44,20724.06
Max,Alicia,568.0,620.206,52.2057,hey how do you,58748.66,17906.56
Max,Riad,568.333,585.911,17.5781,how do you know,19781.16,6029.29
Max,Kush,568.333,628.78,60.4467,how do you know,68022.45,20733.21
Max,Alicia,568.333,620.491,52.1581,how do you know,58695.07,17890.23
Max,Riad,568.667,586.197,17.5305,do you know that,19727.57,6012.95
Max,Kush,568.667,629.14,60.4733,do you know that,68052.46,20742.35
Max,Alicia,568.667,620.777,52.1105,do you know that,58641.48,17873.89
Max,Riad,569.0,586.483,17.4829,you know that i,19673.98,5996.62
Max,Kush,569.0,629.5,60.5,you know that i,68082.46,20751.5
Max,Alicia,569.0,622.92,53.92,you know that i,60677.79,18494.56
Max,Riad,569.333,586.769,17.4352,know that i dont,19620.4,5980.29
Max,Kush,569.333,629.86,60.5267,know that i dont,68112.47,20760.65
Max,Riad,569.667,587.054,17.3876,that i dont i,19566.81,5963.95
Max,Kush,569.667,630.22,60.5533,that i dont i,68142.48,20769.79
Max,Riad,570.0,587.34,17.34,i dont i know,19513.22,5947.62
Max,Kush,570.0,630.58,60.58,i dont i know,68172.49,20778.94
Max,Riad,571.0,587.84,16.84,dont i know a,18950.56,5776.12
Max,Kush,571.0,631.64,60.64,dont i know a,68240.01,20799.52
Max,Alicia,572.0,624.42,52.42,i know a i,58989.8,17980.06
Max,Alicia,572.667,625.253,52.5867,know a i want,59177.35,18037.23
Max,Alicia,573.333,626.087,52.7533,a i want to,59364.91,18094.39
Max,Alicia,574.0,626.92,52.92,i want to learn,59552.46,18151.56
Max,Alicia,574.4,627.22,52.82,want to learn w,59439.93,18117.26
Max,Alicia,574.8,627.52,52.72,to learn w what,59327.4,18082.96
Max,Alicia,575.2,627.82,52.62,learn w what comes,59214.86,18048.66
Max,Alicia,575.6,628.12,52.52,w what comes before,59102.33,18014.36
Max,Riad,576.0,593.715,17.715,what comes before w,19935.22,6076.25
Max,Kush,576.0,635.94,59.94,what comes before w,67452.28,20559.42
Max,Alicia,576.0,628.42,52.42,what comes before w,58989.8,17980.06
Max,Riad,576.286,594.09,17.8043,comes before w is,20035.7,6106.87
Max,Kush,576.286,637.786,61.5,comes before w is,69207.79,21094.5
Max,Alicia,576.286,630.349,54.0629,comes before w is,60838.56,18543.56
Max,Riad,576.571,594.465,17.8936,before w is actually,20136.17,6137.5
Max,Kush,576.571,639.631,63.06,before w is actually,70963.31,21629.58
Max,Alicia,576.571,632.277,55.7057,before w is actually,62687.31,19107.06
Max,Kush,576.857,641.477,64.62,w is actually b,72718.82,22164.66
Max,Alicia,576.857,634.206,57.3486,w is actually b,64536.07,19670.56
Max,Kush,577.143,643.323,66.18,is actually b wow,74474.34,22699.74
Max,Kush,598.0,657.86,59.86,wait why do you,67362.25,20531.98
Max,Kush,598.143,658.1,59.9571,why do you have,67471.57,20565.3
Max,Kush,598.286,658.34,60.0543,do you have so,67580.89,20598.62
Max,Kush,598.429,658.58,60.1514,you have so many,67690.21,20631.94
Max,Kush,598.571,658.82,60.2486,have so many colors,67799.52,20665.26
Max,Kush,598.714,659.06,60.3457,so many colors i,67908.84,20698.58
Max,Kush,598.857,659.3,60.4429,many colors i want,68018.16,20731.9
Max,Kush,599.0,659.54,60.54,colors i want some,68127.48,20765.22
Max,Kush,599.143,659.78,60.6371,i want some of,68236.8,20798.54
Max,Kush,599.286,660.22,60.9343,want some of your,68571.18,20900.46
Max,Kush,599.429,660.66,61.2314,some of your colors,68905.56,21002.38
Max,Kush,602.0,662.42,60.42,you have to share,67992.44,20724.06
Max,Kush,604.0,662.42,58.42,you have to share,65741.78,20038.06
Max,Kush,604.333,665.16,60.8267,have to share with,68450.07,20863.55
Max,Kush,604.667,665.62,60.9533,to share with me,68592.61,20906.99
Max,Kush,607.0,667.46,60.46,those are all your,68037.45,20737.78
Max,Kush,607.2,667.844,60.644,are all your colors,68244.51,20800.89
Max,Kush,608.333,652.1,43.7667,i only have two,49251.94,15011.97
Max,Kush,608.667,652.707,44.04,only have two colors,49559.53,15105.72
Max,Kush,614.0,674.34,60.34,what do you mean,67902.41,20696.62
Max,Kush,614.222,674.807,60.5844,do you mean blue,68177.49,20780.46
Max,Kush,614.444,675.273,60.8289,you mean blue is,68452.57,20864.31
Max,Kush,614.667,675.74,61.0733,mean blue is my,68727.65,20948.15
Max,Kush,614.889,676.207,61.3178,blue is my favorite,69002.73,21032.0
Max,Kush,615.111,676.673,61.5622,is my favorite color,69277.82,21115.84
Max,Kush,618.0,678.54,60.54,green is also my,68127.48,20765.22
Max,Kush,618.333,678.76,60.4267,is also my favorite,67999.94,20726.35
Max,Kush,618.667,678.98,60.3133,also my favorite color,67872.4,20687.47
Max,Kush,622.0,683.02,61.02,what does that mean,68667.64,20929.86
Max,Kush,622.5,683.6,61.1,does that mean i,68757.66,20957.3
Max,Kush,623.0,684.18,61.18,that mean i dont,68847.69,20984.74
Max,Kush,623.5,684.76,61.26,mean i dont think,68937.72,21012.18
Max,Kush,624.0,685.34,61.34,i dont think someone,69027.74,21039.62
Max,Kush,624.333,685.693,61.36,dont think someone your,69050.25,21046.48
Max,Kush,624.667,686.047,61.38,think someone your age,69072.76,21053.34
Max,Kush,625.0,686.4,61.4,someone your age should,69095.26,21060.2
Max,Kush,625.333,686.753,61.42,your age should know,69117.77,21067.06
Max,Kush,625.667,687.107,61.44,age should know what,69140.28,21073.92
Max,Kush,626.0,687.46,61.46,should know what bad,69162.78,21080.78
Max,Kush,626.333,687.813,61.48,know what bad taste,69185.29,21087.64
Max,Kush,626.667,688.167,61.5,what bad taste means,69207.8,21094.5
Max,Riad,628.0,585.911,42.0886,how do you know,47363.53,14436.38
Max,Kush,628.0,628.78,0.78,how do you know,877.76,267.54
Max,Alicia,628.0,620.491,7.5086,how do you know,8449.62,2575.44
Max,Riad,628.4,586.197,42.2029,do you know that,47492.14,14475.58
Max,Kush,628.4,629.14,0.74,do you know that,832.74,253.82
Max,Alicia,628.4,620.777,7.6229,do you know that,8578.23,2614.64
Max,Riad,628.8,586.483,42.3171,you know that i,47620.75,14514.78
Max,Kush,628.8,629.5,0.7,you know that i,787.73,240.1
Max,Alicia,628.8,622.92,5.88,you know that i,6616.94,2016.84
Max,Kush,635.2,695.612,60.412,red marker no give,67983.44,20721.32
Max,Kush,635.6,696.236,60.636,marker no give me,68235.51,20798.15
Max,Alicia,648.4,701.58,53.18,i get a marker,59845.05,18240.74
Max,Alicia,650.8,703.18,52.38,have a marker ill,58944.79,17966.34
Max,Alicia,651.2,703.58,52.38,a marker ill give,58944.79,17966.34
Max,Alicia,651.6,703.98,52.38,marker ill give you,58944.79,17966.34
Max,Alicia,652.0,705.36,53.36,ill give you a,60047.61,18302.48
Max,Alicia,652.333,705.61,53.2767,give you a brown,59953.83,18273.9
Max,Alicia,652.667,705.86,53.1933,you a brown marker,59860.05,18245.31
Max,Alicia,654.667,707.36,52.6933,my least favorite marker,59297.39,18073.81
Max,Alicia,655.0,707.61,52.61,least favorite marker damn,59203.61,18045.23
Max,Alicia,655.333,707.86,52.5267,favorite marker damn the,59109.83,18016.65
Max,Alicia,655.667,708.11,52.4433,marker damn the ugliest,59016.06,17988.06
Max,Alicia,656.0,708.36,52.36,damn the ugliest one,58922.28,17959.48
Max,Alicia,658.0,710.86,52.86,i think this is,59484.94,18130.98
Max,Alicia,658.4,711.06,52.66,think this is broken,59259.88,18062.38
Max,Alicia,658.8,711.26,52.46,this is broken why,59034.81,17993.78
Max,Alicia,659.2,711.46,52.26,is broken why is,58809.75,17925.18
Max,Alicia,659.6,711.66,52.06,broken why is it,58584.68,17856.58
Max,Alicia,660.0,711.86,51.86,why is it like,58359.61,17787.98
Max,Alicia,660.4,712.26,51.86,is it like that,58359.61,17787.98
Max,Alicia,664.0,715.26,51.26,i dont know how,57684.42,17582.18
Max,Alicia,664.154,715.61,51.4562,dont know how to,57905.15,17649.46
Max,Alicia,664.308,715.96,51.6523,know how to write,58125.89,17716.74
Max,Alicia,664.462,716.31,51.8485,how to write but,58346.63,17784.02
Max,Alicia,664.615,716.66,52.0446,to write but i,58567.37,17851.3
Max,Alicia,664.769,717.01,52.2408,write but i think,58788.1,17918.58
Max,Alicia,664.923,717.36,52.4369,but i think i,59008.84,17985.86
Max,Alicia,665.077,717.574,52.4974,i think i did,59076.86,18006.6
Max,Alicia,665.231,717.789,52.5578,think i did something,59144.87,18027.33
Max,Alicia,665.385,718.003,52.6182,i did something here,59212.89,18048.06
Max,Alicia,670.0,723.86,53.86,wheres my blue marker,60610.27,18473.98
Max,Alicia,684.667,739.34,54.6733,this guy he was,61525.54,18752.95
Max,Alicia,685.333,739.59,54.2567,guy he was asking,61056.65,18610.04
Max,Alicia,686.0,739.84,53.84,he was asking me,60587.77,18467.12
Max,Alicia,686.286,740.09,53.8043,was asking me for,60547.58,18454.87
Max,Alicia,687.714,741.59,53.8757,earlier he already had,60627.96,18479.37
Max,Alicia,688.0,741.84,53.84,he already had some,60587.77,18467.12
Max,Kush,700.0,760.66,60.66,all right max you,68262.52,20806.38
Max,Kush,701.0,761.52,60.52,right max you lied,68104.97,20758.36
Max,Riad,702.0,719.5,17.5,max you lied to,19693.27,6002.5
Max,Kush,702.0,762.38,60.38,max you lied to,67947.43,20710.34
Max,Riad,702.4,719.9,17.5,you lied to me,19693.27,6002.5
Max,Kush,702.4,762.692,60.292,you lied to me,67848.4,20680.16
Max,Riad,702.8,720.3,17.5,lied to me this,19693.27,6002.5
Max,Kush,702.8,763.004,60.204,lied to me this,67749.37,20649.97
Max,Riad,703.2,720.7,17.5,to me this one,19693.27,6002.5
Max,Kush,703.2,763.316,60.116,to me this one,67650.34,20619.79
Max,Alicia,703.2,755.09,51.89,to me this one,58393.37,17798.27
Max,Riad,703.6,721.1,17.5,me this one was,19693.27,6002.5
Max,Kush,703.6,763.628,60.028,me this one was,67551.31,20589.6
Max,Alicia,703.6,755.465,51.865,me this one was,58365.24,17789.7
Max,Riad,704.0,721.5,17.5,this one was not,19693.27,6002.5
Max,Kush,704.0,763.94,59.94,this one was not,67452.28,20559.42
Max,Alicia,704.0,755.84,51.84,this one was not,58337.11,17781.12
Max,Riad,704.4,721.9,17.5,one was not a,19693.27,6002.5
Max,Kush,704.4,764.34,59.94,one was not a,67452.28,20559.42
Max,Alicia,704.4,756.284,51.8844,one was not a,58387.12,17796.36
Max,Riad,704.8,722.3,17.5,was not a this,19693.27,6002.5
Max,Kush,704.8,764.74,59.94,was not a this,67452.28,20559.42
Max,Alicia,704.8,756.729,51.9289,was not a this,58437.14,17811.61
Max,Riad,705.2,722.7,17.5,not a this one,19693.27,6002.5
Max,Kush,705.2,765.14,59.94,not a this one,67452.28,20559.42
Max,Alicia,705.2,757.173,51.9733,not a this one,58487.15,17826.85
Max,Riad,705.6,723.1,17.5,a this one was,19693.27,6002.5
Max,Kush,705.6,765.54,59.94,a this one was,67452.28,20559.42
Max,Alicia,705.6,757.618,52.0178,a this one was,58537.17,17842.1
Max,Riad,706.0,723.5,17.5,this one was s,19693.27,6002.5
Max,Kush,706.0,765.94,59.94,this one was s,67452.28,20559.42
Max,Alicia,706.0,758.062,52.0622,this one was s,58587.18,17857.34
Max,Alicia,706.5,758.507,52.0067,one was s he,58524.66,17838.29
Max,Alicia,707.0,758.951,51.9511,was s he didnt,58462.14,17819.23
Max,Alicia,707.5,759.396,51.8956,s he didnt even,58399.63,17800.18
Max,Riad,708.0,726.5,18.5,he didnt even share,20818.6,6345.5
Max,Kush,708.0,769.14,61.14,he didnt even share,68802.68,20971.02
Max,Alicia,708.0,760.82,52.82,he didnt even share,59439.93,18117.26
Max,Riad,708.25,726.75,18.5,didnt even share his,20818.6,6345.5
Max,Kush,708.25,769.4,61.15,didnt even share his,68813.93,20974.45
Max,Alicia,708.25,761.195,52.945,didnt even share his,59580.6,18160.14
Max,Riad,708.5,727.0,18.5,even share his markers,20818.6,6345.5
Max,Kush,708.5,769.66,61.16,even share his markers,68825.18,20977.88
Max,Riad,708.75,727.25,18.5,share his markers with,20818.6,6345.5
Max,Kush,708.75,769.92,61.17,share his markers with,68836.44,20981.31
Max,Riad,709.0,727.5,18.5,his markers with me,20818.6,6345.5
Max,Kush,709.0,770.18,61.18,his markers with me,68847.69,20984.74
Max,Riad,709.25,727.75,18.5,markers with me he,20818.6,6345.5
Max,Kush,709.25,770.44,61.19,markers with me he,68858.94,20988.17
Max,Riad,709.5,728.0,18.5,with me he said,20818.6,6345.5
Max,Kush,709.5,770.7,61.2,with me he said,68870.2,20991.6
Max,Riad,709.75,728.25,18.5,me he said i,20818.6,6345.5
Max,Kush,709.75,770.96,61.21,me he said i,68881.45,20995.03
Max,Riad,710.0,728.5,18.5,he said i had,20818.6,6345.5
Max,Kush,710.0,771.22,61.22,he said i had,68892.7,20998.46
Max,Riad,710.333,728.833,18.5,said i had bad,20818.6,6345.5
Max,Kush,710.333,771.7,61.3667,said i had bad,69057.75,21048.77
Max,Riad,710.667,729.167,18.5,i had bad taste,20818.6,6345.5
Max,Kush,710.667,772.18,61.5133,i had bad taste,69222.8,21099.07
Max,Alicia,716.0,767.82,51.82,someone has to stop,58314.6,17774.26
Max,Alicia,716.4,768.002,51.6018,has to stop it,58069.07,17699.42
Max,Kush,718.0,777.147,59.1467,just go two things,66559.52,20287.31
Max,Alicia,718.0,768.911,50.9109,just go two things,57291.57,17462.44
Max,Kush,718.286,777.353,59.0676,go two things apart,66470.56,20260.19
Max,Alicia,718.286,769.093,50.807,go two things apart,57174.66,17426.81
Max,Riad,730.0,736.5,6.5,so now were just,7314.64,2229.5
Max,Alicia,730.0,783.32,53.32,so now were just,60002.6,18288.76
Max,Riad,730.286,736.786,6.5,now were just 12,7314.64,2229.5
Max,Alicia,730.286,783.534,53.2486,now were just 12,59922.21,18264.26
Max,Riad,730.571,737.071,6.5,were just 12 feet,7314.64,2229.5
Max,Alicia,730.571,783.749,53.1771,were just 12 feet,59841.83,18239.76
Max,Riad,730.857,737.357,6.5,just 12 feet apart,7314.64,2229.5
Max,Alicia,730.857,783.963,53.1057,just 12 feet apart,59761.45,18215.26
Max,Riad,731.143,737.643,6.5,12 feet apart well,7314.64,2229.5
Max,Alicia,731.143,784.177,53.0343,12 feet apart well,59681.07,18190.76
Max,Riad,731.429,737.929,6.5,feet apart well only,7314.64,2229.5
Max,Alicia,731.429,784.391,52.9629,feet apart well only,59600.69,18166.26
Max,Riad,731.714,738.214,6.5,apart well only be,7314.64,2229.5
Max,Alicia,731.714,784.606,52.8914,apart well only be,59520.31,18141.76
Max,Riad,732.0,738.5,6.5,well only be in,7314.64,2229.5
Max,Kush,732.0,793.02,61.02,well only be in,68667.64,20929.86
Max,Alicia,732.0,784.82,52.82,well only be in,59439.93,18117.26
Max,Riad,732.25,738.833,6.5833,only be in the,7408.42,2258.08
Max,Kush,732.25,793.31,61.06,only be in the,68712.65,20943.58
Max,Alicia,732.25,785.133,52.8825,only be in the,59510.26,18138.7
Max,Kush,732.5,793.6,61.1,be in the corners,68757.66,20957.3
Max,Alicia,732.5,785.445,52.945,be in the corners,59580.6,18160.14
Max,Kush,732.75,793.89,61.14,in the corners i,68802.68,20971.02
Max,Alicia,732.75,785.758,53.0075,in the corners i,59650.93,18181.57
Max,Kush,733.0,794.18,61.18,the corners i guess,68847.69,20984.74
Max,Alicia,733.0,786.07,53.07,the corners i guess,59721.26,18203.01
Max,Kush,733.25,794.47,61.22,corners i guess oh,68892.7,20998.46
Max,Alicia,733.25,786.383,53.1325,corners i guess oh,59791.6,18224.45
Max,Riad,735.5,741.54,6.04,okay were going to,6796.99,2071.72
Max,Riad,736.0,742.54,6.54,were going to be,7359.66,2243.22
Max,Kush,736.0,797.74,61.74,were going to be,69477.87,21176.82
Max,Alicia,736.0,789.8,53.8,were going to be,60542.75,18453.4
Max,Riad,736.5,743.04,6.54,going to be okay,7359.66,2243.22
Max,Riad,737.0,743.54,6.54,to be okay wait,7359.66,2243.22
Max,Riad,739.333,745.04,5.7067,wait how do we,6421.88,1957.39
Max,Kush,739.333,800.6,61.2667,wait how do we,68945.22,21014.47
Max,Alicia,739.333,792.55,53.2167,wait how do we,59886.31,18253.32
Max,Riad,740.0,745.54,5.54,how do we want,6234.33,1900.22
Max,Kush,740.0,800.86,60.86,how do we want,68487.58,20874.98
Max,Alicia,740.0,792.8,52.8,how do we want,59417.42,18110.4
Max,Riad,740.25,745.79,5.54,do we want to,6234.33,1900.22
Max,Kush,740.25,801.035,60.785,do we want to,68403.18,20849.25
Max,Alicia,740.25,792.987,52.7375,do we want to,59347.09,18088.96
Max,Riad,740.5,746.04,5.54,we want to do,6234.33,1900.22
Max,Kush,740.5,801.21,60.71,we want to do,68318.78,20823.53
Max,Alicia,740.5,793.175,52.675,we want to do,59276.76,18067.52
Max,Riad,740.75,746.29,5.54,want to do this,6234.33,1900.22
Max,Kush,740.75,801.385,60.635,want to do this,68234.38,20797.8
Max,Alicia,740.75,793.362,52.6125,want to do this,59206.42,18046.09
Max,Riad,743.0,748.54,5.54,talk to each other,6234.33,1900.22
Max,Kush,743.0,803.22,60.22,talk to each other,67767.37,20655.46
Max,Alicia,743.0,795.3,52.3,talk to each other,58854.76,17938.9
Max,Riad,744.0,750.54,6.54,make sure were facing,7359.66,2243.22
Max,Kush,744.0,805.17,61.17,make sure were facing,68836.44,20981.31
Max,Alicia,744.0,797.514,53.5143,make sure were facing,60221.23,18355.4
Max,Riad,744.333,750.707,6.3733,sure were facing each,7172.1,2186.05
Max,Kush,744.333,805.465,61.1317,sure were facing each,68793.3,20968.16
Max,Alicia,744.333,797.729,53.3952,sure were facing each,60087.26,18314.57
Max,Riad,744.667,750.873,6.2067,were facing each other,6984.55,2128.89
Max,Kush,744.667,805.76,61.0933,were facing each other,68750.16,20955.01
Max,Alicia,744.667,797.943,53.2762,were facing each other,59953.3,18273.73
Max,Riad,745.0,751.04,6.04,facing each other well,6796.99,2071.72
Max,Kush,745.0,806.055,61.055,facing each other well,68707.02,20941.87
Max,Alicia,745.0,798.157,53.1571,facing each other well,59819.33,18232.9
Max,Riad,745.333,751.207,5.8733,each other well i,6609.44,2014.55
Max,Kush,745.333,806.35,61.0167,each other well i,68663.89,20928.72
Max,Alicia,745.333,798.371,53.0381,each other well i,59685.36,18192.07
Max,Riad,745.667,751.373,5.7067,other well i was,6421.88,1957.39
Max,Kush,745.667,806.645,60.9783,other well i was,68620.75,20915.57
Max,Alicia,745.667,798.586,52.919,other well i was,59551.39,18151.23
Max,Riad,746.0,751.54,5.54,well i was doing,6234.33,1900.22
Max,Kush,746.0,806.94,60.94,well i was doing,68577.61,20902.42
Max,Alicia,746.0,798.8,52.8,well i was doing,59417.42,18110.4
Max,Riad,746.25,751.79,5.54,i was doing the,6234.33,1900.22
Max,Kush,746.25,807.165,60.915,i was doing the,68549.48,20893.85
Max,Riad,746.5,752.04,5.54,was doing the whole,6234.33,1900.22
Max,Kush,746.5,807.39,60.89,was doing the whole,68521.34,20885.27
Max,Riad,746.75,752.29,5.54,doing the whole classroom,6234.33,1900.22
Max,Kush,746.75,807.615,60.865,doing the whole classroom,68493.21,20876.7
Max,Riad,747.0,752.54,5.54,the whole classroom thing,6234.33,1900.22
Max,Kush,747.0,807.84,60.84,the whole classroom thing,68465.08,20868.12
Max,Alicia,747.0,799.911,52.9111,the whole classroom thing,59542.46,18148.51
Max,Riad,747.25,752.79,5.54,whole classroom thing like,6234.33,1900.22
Max,Kush,747.25,808.065,60.815,whole classroom thing like,68436.94,20859.55
Max,Alicia,747.25,800.133,52.8833,whole classroom thing like,59511.2,18138.98
Max,Riad,747.5,753.04,5.54,classroom thing like hey,6234.33,1900.22
Max,Kush,747.5,808.29,60.79,classroom thing like hey,68408.81,20850.97
Max,Alicia,747.5,800.356,52.8556,classroom thing like hey,59479.94,18129.46
Max,Riad,747.75,753.29,5.54,thing like hey class,6234.33,1900.22
Max,Kush,747.75,808.515,60.765,thing like hey class,68380.68,20842.39
Max,Alicia,747.75,800.578,52.8278,thing like hey class,59448.68,18119.93
Max,Riad,750.0,755.54,5.54,he wrote that down,6234.33,1900.22
Max,Kush,750.0,810.7,60.7,he wrote that down,68307.53,20820.1
Max,Alicia,750.0,802.5,52.5,he wrote that down,59079.82,18007.5
Max,Riad,754.0,760.54,6.54,thank you we can,7359.66,2243.22
Max,Riad,755.0,761.04,6.04,you we can do,6796.99,2071.72
Max,Riad,756.0,761.54,5.54,we can do the,6234.33,1900.22
Max,Alicia,756.0,808.8,52.8,we can do the,59417.42,18110.4
Max,Riad,756.286,761.826,5.54,can do the whole,6234.33,1900.22
Max,Alicia,756.286,809.014,52.7286,can do the whole,59337.04,18085.9
Max,Riad,756.571,762.111,5.54,do the whole class,6234.33,1900.22
Max,Alicia,756.571,809.229,52.6571,do the whole class,59256.66,18061.4
Max,Riad,756.857,762.397,5.54,the whole class again,6234.33,1900.22
Max,Alicia,756.857,809.443,52.5857,the whole class again,59176.28,18036.9
Max,Riad,757.143,762.683,5.54,whole class again i,6234.33,1900.22
Max,Kush,757.143,817.563,60.42,whole class again i,67992.44,20724.06
Max,Alicia,757.143,809.657,52.5143,whole class again i,59095.9,18012.4
Max,Riad,757.429,762.969,5.54,class again i think,6234.33,1900.22
Max,Kush,757.429,817.809,60.38,class again i think,67947.43,20710.34
Max,Alicia,757.429,809.871,52.4429,class again i think,59015.52,17987.9
Max,Riad,757.714,763.254,5.54,again i think its,6234.33,1900.22
Max,Kush,757.714,818.054,60.34,again i think its,67902.41,20696.62
Max,Alicia,757.714,810.086,52.3714,again i think its,58935.14,17963.4
Max,Riad,760.0,765.54,5.54,lets do two minutes,6234.33,1900.22
Max,Kush,760.0,819.82,59.82,lets do two minutes,67317.24,20518.26
Max,Alicia,760.0,812.383,52.3833,lets do two minutes,58948.54,17967.48
Max,Riad,760.286,765.826,5.54,do two minutes of,6234.33,1900.22
Max,Kush,760.286,820.14,59.8543,do two minutes of,67355.82,20530.02
Max,Alicia,760.286,812.675,52.3893,do two minutes of,58955.23,17969.52
Max,Riad,760.571,766.111,5.54,two minutes of whole,6234.33,1900.22
Max,Kush,760.571,820.46,59.8886,two minutes of whole,67394.41,20541.78
Max,Alicia,760.571,812.967,52.3952,two minutes of whole,58961.93,17971.57
Max,Riad,760.857,766.397,5.54,minutes of whole class,6234.33,1900.22
Max,Kush,760.857,820.78,59.9229,minutes of whole class,67432.99,20553.54
Max,Alicia,760.857,813.258,52.4012,minutes of whole class,58968.63,17973.61
Max,Riad,761.143,766.683,5.54,of whole class where,6234.33,1900.22
Max,Kush,761.143,821.1,59.9571,of whole class where,67471.57,20565.3
Max,Alicia,761.143,813.55,52.4071,of whole class where,58975.33,17975.65
Max,Riad,761.429,766.969,5.54,whole class where were,6234.33,1900.22
Max,Kush,761.429,821.42,59.9914,whole class where were,67510.15,20577.06
Max,Alicia,761.429,813.842,52.4131,whole class where were,58982.03,17977.69
Max,Riad,761.714,767.254,5.54,class where were all,6234.33,1900.22
Max,Kush,761.714,821.74,60.0257,class where were all,67548.74,20588.82
Max,Alicia,761.714,814.133,52.419,class where were all,58988.73,17979.73
Max,Riad,762.0,767.54,5.54,where were all just,6234.33,1900.22
Max,Kush,762.0,822.06,60.06,where were all just,67587.32,20600.58
Max,Alicia,762.0,814.425,52.425,where were all just,58995.43,17981.77
Max,Riad,762.286,767.826,5.54,were all just yelling,6234.33,1900.22
Max,Kush,762.286,822.38,60.0943,were all just yelling,67625.9,20612.34
Max,Alicia,762.286,814.717,52.431,were all just yelling,59002.12,17983.82
Max,Riad,762.571,768.111,5.54,all just yelling at,6234.33,1900.22
Max,Kush,762.571,822.7,60.1286,all just yelling at,67664.49,20624.1
Max,Alicia,762.571,815.008,52.4369,all just yelling at,59008.82,17985.86
Max,Riad,762.857,768.397,5.54,just yelling at you,6234.33,1900.22
Max,Kush,762.857,823.02,60.1629,just yelling at you,67703.07,20635.86
Max,Alicia,762.857,815.3,52.4429,just yelling at you,59015.52,17987.9
Max,Riad,763.143,768.683,5.54,yelling at you lets,6234.33,1900.22
Max,Riad,763.429,768.969,5.54,at you lets all,6234.33,1900.22
